game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,16,-2,31,32,4,4,5,6,17,22,8,4,5,13,20,11
1,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,1,life,-4,3,31,31,7,5,6,8,28,25,10,5,8,23,24,11
2,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,1,life,-4,5,29,29,4,6,6,5,21,29,13,7,7,23,32,18
3,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-2,29,30,5,5,5,5,20,28,17,6,7,26,28,15
4,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,1,life,-1,12,31,31,2,5,4,2,10,18,11,5,7,23,24,12
5,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-2,30,31,4,6,6,5,19,25,11,5,11,33,27,11
6,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,1,life,-1,2,29,29,4,7,6,5,17,28,15,7,9,38,32,16
7,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-11,30,31,7,4,6,10,29,27,10,5,6,24,23,12
8,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-2,30,31,5,6,6,7,34,26,10,5,9,30,27,13
9,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-5,32,33,6,3,5,6,24,22,9,3,5,15,15,7
10,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-10,29,30,6,5,8,10,41,31,10,6,7,20,28,15
11,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-2,30,31,5,5,7,6,29,27,12,5,7,24,25,13
12,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-1,29,30,5,4,7,5,20,30,14,6,6,18,26,14
13,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,18,-7,30,31,6,6,5,10,37,27,10,4,9,25,26,13
14,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,8,-2,30,31,4,6,4,4,15,24,12,5,9,32,27,13
15,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,1,life,-7,16,30,30,1,5,4,1,5,19,11,6,8,27,27,13
16,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,20,-2,28,29,4,7,9,6,26,31,12,5,9,33,33,19
17,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,1,life,-13,2,30,30,4,7,6,5,19,25,13,6,11,43,29,12
18,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,0,life,2,0,30,31,3,6,6,3,10,22,11,5,9,26,27,13
19,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,1,life,-11,6,30,30,4,7,4,6,18,25,11,6,9,32,29,14
