game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,33,32,4,0,2,5,24,17,10,3,0,0,9,6
1,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,32,31,5,2,5,6,19,22,10,4,3,12,16,9
2,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-2,32,31,5,2,5,6,19,24,8,4,2,5,16,10
3,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-11,32,31,5,3,6,6,23,24,9,4,4,13,18,10
4,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-10,31,30,6,4,5,9,33,28,9,5,5,18,23,13
5,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,32,31,7,3,3,9,29,25,13,4,4,13,18,10
6,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-8,31,30,5,5,4,7,22,25,13,5,8,37,25,12
7,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,33,32,4,2,4,7,23,19,6,3,3,3,13,7
8,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,5,-1,30,29,4,6,7,4,15,27,13,6,9,32,30,15
9,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-10,33,32,7,1,3,11,34,19,5,3,1,1,11,7
10,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-7,32,31,7,4,4,9,25,20,6,4,7,7,20,9
11,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-3,31,30,4,4,6,5,16,25,12,5,5,18,23,13
12,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-3,32,31,4,3,4,5,19,22,9,4,4,7,18,10
13,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-7,31,30,3,4,5,4,15,22,9,5,5,17,23,13
14,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,31,30,7,4,5,10,35,26,8,5,5,20,23,13
15,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,33,32,4,1,5,5,23,19,8,3,1,1,11,7
16,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-1,31,30,4,7,5,5,17,24,12,5,11,39,26,10
17,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-2,33,32,4,0,4,6,22,19,9,3,0,0,9,6
18,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-2,32,31,4,2,5,6,19,21,10,4,2,2,16,10
19,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,16,-1,31,30,5,5,4,6,21,26,12,5,7,30,25,13
