game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures
0,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,20,20,14,0,3
1,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-15,20,20,14,0,5
2,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,20,20,14,0,5
3,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,20,20,14,0,3
4,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,21,15,0,5
5,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,21,15,0,4
6,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,20,21,15,0,6
7,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,21,15,0,5
8,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,20,21,15,0,5
9,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,20,21,15,0,5
10,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-17,20,20,14,0,7
11,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,20,20,14,0,5
12,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,21,15,0,5
13,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,21,15,0,7
14,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-16,20,21,15,0,6
15,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,20,20,14,0,5
16,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-17,20,20,14,0,6
17,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-2,20,20,14,0,4
18,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-8,20,19,13,0,4
19,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-2,20,20,14,0,3
20,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,20,20,14,0,6
21,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,20,21,15,0,6
22,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,20,20,14,0,5
23,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,20,21,15,0,6
24,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-9,20,20,14,0,5
25,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,20,21,15,0,6
26,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,20,21,15,0,7
27,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,21,15,0,4
28,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-9,20,20,14,0,5
29,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,20,20,14,0,4
30,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,20,21,15,0,6
31,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,20,20,14,0,6
32,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,20,21,15,0,6
33,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,20,20,14,0,3
34,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-16,20,21,15,0,7
35,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,20,21,15,0,5
36,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,20,20,14,0,5
37,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-5,20,20,14,0,4
38,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,20,14,0,3
39,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-15,20,20,14,0,6
40,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,20,14,0,5
41,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-15,20,20,14,0,5
42,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,20,21,15,0,6
43,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,20,20,14,0,5
44,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-8,20,20,14,0,4
45,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-14,20,20,14,0,5
46,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,20,21,15,0,7
47,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,20,20,14,0,4
48,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,21,15,0,6
49,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,20,20,14,0,4
