game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-3,33,32,3,0,4,4,18,17,8,3,0,0,9,6
1,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,6,2,3,8,26,24,9,4,3,12,16,9
2,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-2,31,30,4,5,6,5,17,25,9,5,8,36,25,12
3,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-3,32,31,3,3,4,4,18,22,10,4,4,7,18,10
4,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-11,31,30,7,5,4,9,32,23,7,5,8,37,25,12
5,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,32,31,4,3,5,7,26,24,10,4,5,14,18,9
6,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,32,31,5,4,5,6,21,23,11,4,7,28,20,9
7,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-5,30,29,5,3,6,7,21,22,8,6,4,16,24,14
8,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,7,-4,29,28,3,7,8,4,15,28,15,7,11,47,32,14
9,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,4,2,4,5,14,23,11,4,2,2,16,10
10,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,1,life,-3,10,31,29,4,5,5,7,24,28,11,6,7,26,27,14
11,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-5,32,31,5,4,5,8,25,24,6,4,6,15,20,10
12,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,31,30,4,6,4,6,16,23,9,5,10,47,27,12
13,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,32,31,5,3,4,9,27,23,9,4,4,7,18,10
14,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-2,32,31,3,1,4,3,10,20,7,4,1,4,14,9
15,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,32,31,4,1,5,5,15,21,11,4,1,1,14,9
16,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-17,32,31,6,2,3,9,31,25,10,4,3,12,16,9
17,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,32,31,6,0,4,9,37,25,9,4,0,0,12,8
18,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-7,32,31,7,0,2,11,35,24,10,4,0,0,12,8
19,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,4,2,3,5,19,22,9,4,3,12,16,9
