game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,13,-15,31,30,5,5,6,9,32,25,10,5,6,15,27,15
1,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,10,-6,30,29,5,2,6,9,36,28,13,6,2,12,28,17
2,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,14,-8,29,28,4,6,8,5,17,33,20,3,7,18,31,20
3,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,10,-6,29,28,5,4,7,7,29,31,16,5,4,18,26,12
4,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,15,-7,29,28,2,6,8,5,18,31,18,4,8,30,35,19
5,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,14,-7,30,29,4,5,6,7,26,25,10,6,6,15,30,17
6,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,12,-10,30,29,4,4,7,6,27,28,14,6,4,15,30,18
7,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-1,7,30,28,4,4,6,7,26,28,14,6,4,18,25,11
8,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,17,-10,30,29,4,5,7,5,18,30,18,6,5,17,30,18
9,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,14,-11,31,30,5,3,6,8,28,27,13,5,5,22,23,12
10,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,7,0,27,26,2,4,10,3,14,37,23,6,4,17,40,26
11,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,8,-5,29,28,3,5,7,9,35,32,16,5,6,30,34,19
12,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,12,-7,29,28,2,4,8,5,26,29,14,7,5,15,33,19
13,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,14,-2,31,30,4,5,6,9,28,27,12,4,6,21,24,11
14,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-5,20,32,30,0,5,4,2,7,22,14,5,6,17,26,13
15,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,20,-4,31,30,4,3,5,8,21,28,15,4,4,19,26,15
16,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,12,-6,31,30,4,5,6,8,31,25,10,4,5,16,28,17
17,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-2,20,32,30,0,4,5,1,3,17,11,4,6,13,25,13
18,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,9,-8,29,28,4,5,7,6,25,31,17,5,6,20,34,19
19,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,12,-6,29,28,4,5,7,5,18,31,17,6,6,21,28,13
