game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,6,-1,31,30,3,4,4,5,15,25,15,5,4,17,27,16
1,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,2,-2,30,29,3,5,7,6,28,30,16,6,5,16,27,14
2,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-8,6,28,26,2,6,9,6,17,36,20,5,7,31,39,22
3,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,16,-3,30,29,4,5,5,8,23,22,7,4,5,18,24,11
4,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,20,0,31,30,2,3,4,6,17,27,15,3,4,14,27,16
5,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-6,5,30,28,4,5,7,7,29,31,17,7,5,16,32,19
6,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-6,14,31,29,0,5,6,3,9,22,13,6,6,21,29,15
7,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,10,-9,30,29,5,5,6,7,26,28,14,6,6,21,27,13
8,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,4,-4,29,28,2,6,8,4,15,33,20,6,7,21,28,13
9,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,10,0,30,29,4,4,6,8,29,28,13,6,5,17,26,12
10,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,15,-12,31,30,6,5,5,9,32,25,11,4,6,21,28,16
11,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-2,12,30,28,1,4,7,2,9,29,18,6,4,20,30,16
12,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,16,-4,30,29,4,4,5,8,29,30,17,6,6,19,30,16
13,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,19,-4,31,30,4,3,6,7,20,27,14,5,4,12,25,14
14,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-5,20,32,30,0,6,5,0,0,15,10,5,8,31,26,13
15,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-4,11,30,28,2,2,6,6,18,26,12,7,3,17,30,17
16,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,20,-3,31,30,4,1,6,8,28,27,13,5,1,5,21,13
17,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,20,-1,31,30,3,4,6,9,24,25,10,5,6,19,23,9
18,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,1,life,-2,8,30,28,4,4,6,6,17,26,12,7,4,16,30,18
19,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,0,life,14,-2,30,29,3,3,7,5,23,28,16,6,3,14,28,17
