__source_file,agent0,agent1,deck0_name,deck1_name,end_reason,game_id,p0_approx_mana_spent,p0_battlefield_creatures,p0_creature_casts,p0_land_plays,p0_library_size,p0_life,p0_main_phase_actions,p0_main_phase_passes,p1_approx_mana_spent,p1_battlefield_creatures,p1_creature_casts,p1_land_plays,p1_library_size,p1_life,p1_main_phase_actions,p1_main_phase_passes,winner
20251127_152814_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,19,28.0,5,8.0,6.0,31,12,27.0,5.0,37.0,5,8.0,5.0,30,-3,25.0,12.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,0,23.0,4,7.0,5.0,31,14,28.0,15.0,15.0,4,5.0,5.0,30,-7,26.0,13.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,1,23.0,4,7.0,6.0,31,14,25.0,11.0,18.0,4,5.0,5.0,30,-5,27.0,15.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,2,16.0,4,6.0,4.0,31,12,27.0,16.0,14.0,4,4.0,5.0,30,0,25.0,15.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,3,22.0,4,6.0,6.0,31,18,27.0,15.0,7.0,3,3.0,5.0,30,-2,23.0,14.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,4,15.0,3,4.0,7.0,30,-1,29.0,18.0,17.0,4,5.0,7.0,28,8,32.0,18.0,1
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,5,24.0,4,8.0,5.0,31,18,28.0,15.0,9.0,2,2.0,5.0,30,-3,27.0,16.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,6,34.0,5,10.0,5.0,30,3,32.0,17.0,26.0,6,7.0,5.0,29,-3,27.0,13.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,7,20.0,2,6.0,7.0,30,18,28.0,15.0,22.0,6,9.0,3.0,29,-2,31.0,17.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,8,38.0,5,9.0,6.0,30,3,28.0,12.0,28.0,6,8.0,5.0,29,-6,27.0,12.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,9,22.0,3,6.0,8.0,29,4,33.0,19.0,25.0,5,7.0,7.0,28,-2,32.0,16.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,10,19.0,4,6.0,7.0,30,8,30.0,16.0,18.0,5,6.0,6.0,29,-8,30.0,17.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,11,17.0,4,6.0,5.0,32,16,22.0,11.0,7.0,3,3.0,4.0,31,-2,18.0,11.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,12,9.0,1,2.0,6.0,31,-11,24.0,15.0,31.0,7,8.0,5.0,29,13,30.0,16.0,1
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,13,16.0,4,7.0,6.0,31,2,27.0,14.0,26.0,5,7.0,5.0,30,-3,27.0,14.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,14,29.0,4,7.0,7.0,30,13,30.0,16.0,23.0,4,5.0,6.0,29,-5,30.0,17.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,15,20.0,2,5.0,7.0,30,20,28.0,16.0,4.0,0,0.0,6.0,29,0,22.0,14.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,16,25.0,3,6.0,6.0,31,-1,26.0,14.0,22.0,4,5.0,6.0,29,2,27.0,15.0,1
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,17,23.0,4,7.0,6.0,31,16,25.0,11.0,15.0,5,5.0,5.0,30,-11,27.0,16.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,18,22.0,4,7.0,7.0,30,4,30.0,16.0,21.0,6,6.0,5.0,29,-9,30.0,17.0,0
20251128_010959_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_red_aggro,life,19,19.0,3,6.0,8.0,29,20,33.0,19.0,24.0,4,6.0,7.0,28,-5,32.0,16.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,0,17.0,4,6.0,5.0,31,16,22.0,8.0,13.0,4,5.0,4.0,32,-2,20.0,11.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,1,28.0,7,8.0,6.0,31,-4,25.0,10.0,23.0,5,8.0,5.0,31,3,24.0,11.0,1
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,2,21.0,4,5.0,6.0,29,-4,29.0,13.0,23.0,6,7.0,7.0,29,5,32.0,18.0,1
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,3,20.0,5,5.0,5.0,29,20,28.0,17.0,26.0,5,7.0,6.0,30,-2,28.0,15.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,4,10.0,2,2.0,4.0,31,-1,18.0,11.0,23.0,5,7.0,5.0,31,12,24.0,12.0,1
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,5,19.0,4,5.0,6.0,30,20,25.0,11.0,33.0,6,11.0,5.0,31,-2,27.0,11.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,6,17.0,4,5.0,6.0,29,-1,28.0,15.0,38.0,7,9.0,7.0,29,2,32.0,16.0,1
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,7,29.0,7,10.0,6.0,30,20,27.0,10.0,24.0,4,6.0,5.0,31,-11,23.0,12.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,8,34.0,5,7.0,6.0,30,20,26.0,10.0,30.0,6,9.0,5.0,31,-2,27.0,13.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,9,24.0,6,6.0,5.0,32,20,22.0,9.0,15.0,3,5.0,3.0,33,-5,15.0,7.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,10,41.0,6,10.0,8.0,29,20,31.0,10.0,20.0,5,7.0,6.0,30,-10,28.0,15.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,11,29.0,5,6.0,7.0,30,20,27.0,12.0,24.0,5,7.0,5.0,31,-2,25.0,13.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,12,20.0,5,5.0,7.0,29,20,30.0,14.0,18.0,4,6.0,6.0,30,-1,26.0,14.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,13,37.0,6,10.0,5.0,30,18,27.0,10.0,25.0,6,9.0,4.0,31,-7,26.0,13.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,14,15.0,4,4.0,4.0,30,8,24.0,12.0,32.0,6,9.0,5.0,31,-2,27.0,13.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,15,5.0,1,1.0,4.0,30,-7,19.0,11.0,27.0,5,8.0,6.0,30,16,27.0,13.0,1
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,16,26.0,4,6.0,9.0,28,20,31.0,12.0,33.0,7,9.0,5.0,29,-2,33.0,19.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,17,19.0,4,5.0,6.0,30,-13,25.0,13.0,43.0,7,11.0,6.0,30,2,29.0,12.0,1
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,18,10.0,3,3.0,6.0,30,2,22.0,11.0,26.0,6,9.0,5.0,31,0,27.0,13.0,0
20251127_192042_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_white_control,mono_green_midrange,life,19,18.0,4,6.0,4.0,30,-11,25.0,11.0,32.0,7,9.0,6.0,30,6,29.0,14.0,1
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,0,13.0,4,4.0,7.0,30,-2,29.0,18.0,30.0,5,7.0,7.0,28,14,30.0,16.0,1
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,1,16.0,5,6.0,3.0,32,18,24.0,14.0,1.0,1,1.0,4.0,31,-1,14.0,9.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,2,21.0,4,5.0,7.0,30,0,31.0,18.0,17.0,5,6.0,7.0,28,11,30.0,17.0,1
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,3,40.0,6,9.0,6.0,31,16,27.0,12.0,12.0,4,5.0,5.0,30,-6,23.0,13.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,4,23.0,5,7.0,6.0,31,16,27.0,14.0,30.0,6,10.0,5.0,30,-1,27.0,12.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,5,23.0,5,6.0,5.0,31,14,28.0,16.0,6.0,3,3.0,4.0,30,-2,20.0,13.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,6,22.0,4,5.0,8.0,29,18,31.0,18.0,8.0,3,4.0,7.0,28,-8,27.0,16.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,7,24.0,5,8.0,3.0,32,20,21.0,9.0,4.0,1,1.0,4.0,31,-10,14.0,9.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,8,26.0,5,6.0,7.0,30,2,30.0,17.0,42.0,7,10.0,6.0,29,-3,29.0,13.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,9,39.0,6,8.0,7.0,30,18,30.0,15.0,36.0,5,8.0,6.0,29,-6,28.0,14.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,10,17.0,4,5.0,6.0,31,-2,26.0,15.0,37.0,7,11.0,6.0,29,4,27.0,10.0,1
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,11,31.0,8,8.0,10.0,24,5,40.0,21.0,32.0,7,9.0,12.0,23,-3,47.0,26.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,12,18.0,3,4.0,7.0,30,-13,27.0,16.0,54.0,8,13.0,6.0,28,3,31.0,12.0,1
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,13,25.0,6,8.0,5.0,32,12,24.0,11.0,17.0,5,8.0,4.0,31,-1,22.0,10.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,14,16.0,5,6.0,4.0,31,16,27.0,16.0,18.0,4,5.0,5.0,30,-3,23.0,13.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,15,15.0,4,4.0,8.0,29,-4,34.0,21.0,35.0,6,8.0,8.0,27,8,35.0,19.0,1
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,16,19.0,5,7.0,4.0,31,-3,26.0,15.0,30.0,5,7.0,6.0,29,5,27.0,14.0,1
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,17,28.0,5,7.0,5.0,30,4,32.0,18.0,30.0,6,9.0,6.0,29,-1,30.0,15.0,0
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,18,28.0,6,7.0,7.0,29,-6,31.0,16.0,50.0,7,11.0,8.0,27,5,35.0,16.0,1
20251127_214015_random_vs_heuristic.csv,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,life,19,19.0,4,5.0,7.0,30,-9,30.0,16.0,52.0,7,11.0,7.0,28,14,30.0,12.0,1
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,0,16.0,4,4.0,4.0,33,20,19.0,11.0,2.0,2,2.0,3.0,32,-6,13.0,8.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,1,21.0,4,5.0,4.0,32,20,21.0,12.0,1.0,1,1.0,4.0,31,-10,14.0,9.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,2,29.0,5,7.0,7.0,32,18,23.0,9.0,5.0,2,2.0,4.0,31,-1,16.0,10.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,3,23.0,5,6.0,4.0,33,20,20.0,10.0,1.0,1,1.0,3.0,32,0,11.0,7.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,4,28.0,6,8.0,4.0,32,18,22.0,10.0,13.0,3,4.0,4.0,31,-5,18.0,10.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,5,19.0,5,6.0,5.0,32,20,23.0,12.0,4.0,1,1.0,4.0,31,-1,14.0,9.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,6,14.0,3,4.0,5.0,33,20,17.0,8.0,1.0,1,1.0,3.0,32,-4,11.0,7.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,7,8.0,3,3.0,9.0,30,-6,27.0,15.0,52.0,7,11.0,7.0,28,1,32.0,14.0,1
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,8,19.0,5,6.0,4.0,33,20,21.0,11.0,1.0,1,1.0,3.0,32,-4,11.0,7.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,9,21.0,5,6.0,5.0,32,18,23.0,12.0,6.0,3,3.0,4.0,31,-6,18.0,11.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,10,17.0,4,5.0,4.0,32,18,21.0,12.0,13.0,3,4.0,4.0,31,-10,18.0,10.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,11,14.0,3,3.0,4.0,33,20,17.0,10.0,1.0,1,1.0,3.0,32,-2,11.0,7.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,12,14.0,3,3.0,4.0,32,18,19.0,12.0,5.0,2,2.0,4.0,31,-3,16.0,10.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,13,22.0,6,6.0,6.0,31,16,27.0,15.0,29.0,4,6.0,5.0,30,-4,23.0,12.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,14,13.0,4,4.0,5.0,31,20,24.0,15.0,36.0,5,8.0,5.0,30,-4,25.0,12.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,15,19.0,4,5.0,3.0,34,20,16.0,8.0,0.0,0,0.0,2.0,33,-4,6.0,4.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,16,16.0,4,5.0,4.0,33,20,19.0,10.0,1.0,1,1.0,3.0,32,-6,11.0,7.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,17,30.0,6,8.0,5.0,31,12,28.0,15.0,48.0,7,11.0,5.0,30,-4,26.0,10.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,18,28.0,7,9.0,4.0,32,20,22.0,9.0,9.0,4,6.0,4.0,31,-5,20.0,10.0,0
20251127_163454_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,19,25.0,5,6.0,3.0,34,20,17.0,8.0,0.0,0,0.0,2.0,33,0,6.0,4.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,0,25.0,5,7.0,5.0,32,20,24.0,4.0,14.0,0,8.0,4.0,31,-3,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,1,16.0,5,6.0,4.0,32,20,23.0,5.0,8.0,0,8.0,4.0,31,-7,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,2,28.0,5,6.0,3.0,33,20,20.0,6.0,6.0,0,6.0,3.0,32,-8,9.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,3,39.0,5,8.0,3.0,33,20,20.0,3.0,6.0,0,6.0,3.0,32,-1,9.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,4,27.0,5,6.0,5.0,32,20,23.0,2.0,14.0,0,8.0,4.0,31,-2,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,5,12.0,4,4.0,6.0,31,20,24.0,6.0,18.0,0,4.0,5.0,30,-2,15.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,6,31.0,7,9.0,5.0,33,20,18.0,2.0,0.0,0,0.0,3.0,32,-12,9.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,7,6.0,2,2.0,6.0,29,20,25.0,7.0,38.0,0,8.0,7.0,28,-4,21.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,8,21.0,5,6.0,3.0,33,20,20.0,2.0,6.0,0,6.0,3.0,32,-4,9.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,9,30.0,5,8.0,5.0,32,20,24.0,4.0,8.0,0,2.0,4.0,31,-1,12.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,10,16.0,4,6.0,6.0,31,20,24.0,5.0,10.0,0,2.0,5.0,30,-1,15.0,8.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,11,23.0,4,6.0,5.0,32,20,22.0,3.0,0.0,0,0.0,4.0,31,0,12.0,8.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,12,18.0,4,5.0,4.0,31,20,23.0,8.0,24.0,0,10.0,5.0,30,-10,15.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,13,37.0,5,7.0,6.0,33,20,21.0,5.0,6.0,0,6.0,3.0,32,-5,9.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,14,21.0,5,7.0,6.0,31,20,27.0,8.0,18.0,0,10.0,5.0,30,-4,15.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,15,27.0,6,7.0,5.0,34,20,18.0,5.0,0.0,0,0.0,2.0,33,-1,6.0,4.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,16,32.0,7,9.0,6.0,32,20,26.0,6.0,14.0,0,8.0,4.0,31,-5,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,17,19.0,5,6.0,3.0,32,20,21.0,6.0,14.0,0,8.0,4.0,31,-1,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,18,29.0,5,7.0,4.0,32,20,23.0,7.0,14.0,0,8.0,4.0,31,-6,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,19,26.0,4,5.0,5.0,33,20,19.0,5.0,6.0,0,6.0,3.0,32,-2,9.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,20,22.0,6,7.0,4.0,32,20,24.0,5.0,8.0,0,8.0,4.0,31,-2,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,21,17.0,4,4.0,6.0,31,20,25.0,4.0,24.0,0,10.0,5.0,30,-3,15.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,22,22.0,5,5.0,7.0,28,20,34.0,5.0,48.0,0,16.0,8.0,27,-4,24.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,23,46.0,7,11.0,1.0,34,20,15.0,1.0,2.0,0,2.0,2.0,33,-1,6.0,2.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,24,25.0,6,8.0,5.0,33,20,21.0,2.0,6.0,0,6.0,3.0,32,-5,9.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,25,10.0,4,4.0,4.0,31,20,23.0,7.0,18.0,0,4.0,5.0,30,-9,15.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,26,27.0,5,8.0,2.0,32,20,21.0,4.0,8.0,0,8.0,4.0,31,-6,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,27,23.0,5,6.0,6.0,31,20,26.0,2.0,24.0,0,10.0,5.0,30,-5,15.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,28,15.0,5,6.0,4.0,32,20,23.0,9.0,14.0,0,8.0,4.0,31,-2,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,29,23.0,6,8.0,5.0,32,20,25.0,4.0,8.0,0,2.0,4.0,31,-5,12.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,30,22.0,5,8.0,5.0,33,20,21.0,3.0,0.0,0,0.0,3.0,32,-3,9.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,31,39.0,7,11.0,4.0,31,20,25.0,8.0,24.0,0,10.0,5.0,30,-7,15.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,32,13.0,3,4.0,5.0,31,20,22.0,3.0,18.0,0,4.0,5.0,30,-3,15.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,33,23.0,4,6.0,5.0,32,20,21.0,6.0,14.0,0,8.0,4.0,31,-3,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,34,26.0,6,7.0,5.0,32,20,22.0,5.0,8.0,0,8.0,4.0,31,-12,12.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,35,13.0,4,5.0,6.0,30,20,27.0,6.0,28.0,0,12.0,6.0,29,-1,18.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,36,19.0,5,6.0,7.0,28,20,34.0,9.0,48.0,0,16.0,8.0,27,-6,24.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,37,15.0,4,6.0,6.0,30,20,27.0,5.0,20.0,0,4.0,6.0,29,-4,18.0,8.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,38,11.0,4,4.0,9.0,31,20,25.0,2.0,20.0,0,6.0,5.0,30,0,15.0,4.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,39,22.0,7,8.0,7.0,30,20,29.0,8.0,28.0,0,6.0,6.0,29,-4,18.0,6.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,40,36.0,6,10.0,3.0,33,20,22.0,4.0,6.0,0,6.0,3.0,32,-9,9.0,0.0,0
20251127_151436_random_vs_heuristic.csv,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,life,41,34.0,5,8.0,5.0,32,20,24.0,6.0,0.0,0,0.0,4.0,31,-9,12.0,8.0,0
