game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,0,5,31,29,4,7,6,5,18,28,16,6,10,45,29,13
1,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,14,-1,29,28,7,4,7,9,31,32,16,7,5,23,29,17
2,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-1,31,30,5,6,6,6,22,27,15,5,9,38,27,13
3,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-8,5,30,28,4,6,7,5,21,31,18,7,8,21,32,17
4,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-1,2,31,29,6,7,5,8,29,29,16,6,11,48,27,10
5,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-8,8,29,27,3,6,8,3,10,30,19,8,9,43,35,18
6,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,0,7,31,29,4,7,6,5,21,28,16,6,11,32,27,10
7,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-4,5,31,29,6,7,6,8,27,27,13,6,10,41,29,13
8,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,14,-9,31,30,6,3,6,7,23,27,14,5,3,6,21,13
9,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,12,-4,32,31,5,4,3,8,24,22,11,4,6,9,20,10
10,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-4,32,31,4,4,4,6,15,21,11,4,6,21,20,10
11,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-7,14,31,29,6,6,3,9,27,29,16,6,9,38,29,14
12,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-1,31,30,5,4,6,6,14,27,15,5,6,27,23,12
13,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,6,-13,31,30,6,5,5,8,26,25,11,4,7,25,24,13
14,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-11,14,31,29,4,6,6,6,28,26,14,6,9,36,29,14
15,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-1,5,31,29,6,7,6,7,21,27,14,6,11,48,27,10
16,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-6,5,30,28,5,7,7,5,16,30,17,7,11,40,28,10
17,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-4,32,31,4,2,5,6,17,22,11,4,3,3,16,9
18,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,0,8,30,28,4,7,7,4,14,31,19,7,10,49,32,15
19,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-2,31,30,5,2,6,7,26,27,14,5,2,6,19,12
