game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,0,8,30,28,4,7,7,4,16,29,18,7,10,33,28,11
1,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-2,32,31,5,2,5,8,22,24,11,4,2,5,16,10
2,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,5,2,5,7,17,24,12,4,3,6,16,9
3,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-10,32,31,6,2,5,9,26,24,10,4,3,12,16,9
4,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,6,-9,28,27,5,4,9,5,16,36,22,8,5,17,32,19
5,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,5,0,5,7,18,24,12,4,0,0,12,8
6,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,12,-4,31,30,5,5,6,7,26,27,14,5,7,28,25,13
7,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-5,32,31,5,2,4,8,22,23,11,4,3,12,16,9
8,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-7,31,30,5,2,6,5,19,27,16,3,2,2,17,12
9,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-4,31,30,5,5,6,8,25,27,13,5,8,39,25,12
10,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-4,32,31,6,2,5,9,28,24,10,4,2,5,16,10
11,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,0,32,31,5,3,5,6,16,24,13,4,4,13,18,10
12,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-10,31,30,6,6,6,8,31,27,13,5,8,29,27,14
13,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-7,32,31,6,4,5,8,21,24,11,4,6,15,20,10
14,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,0,8,31,29,4,7,6,4,13,26,16,6,9,32,29,14
15,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,6,-1,32,31,5,4,4,8,21,23,11,4,6,9,20,10
16,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,8,-6,30,29,4,7,7,4,16,28,17,6,10,36,29,13
17,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-1,31,30,5,4,6,6,28,27,15,5,6,18,23,12
18,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,10,-5,31,30,5,4,6,6,22,27,15,4,5,14,22,13
19,HeuristicAgent15,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,8,-4,30,29,5,3,7,7,26,30,16,6,3,13,24,15
