game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures
0,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-14,11,20,14,5,5
1,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,18,-3,22,17,8,5
2,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-2,20,15,7,4
3,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,3,21,15,3,4
4,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,3,22,16,8,6
5,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,15,21,15,2,5
6,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,18,21,15,4,5
7,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,6,-6,21,16,6,4
8,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-1,21,16,4,4
9,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,11,21,15,4,6
10,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,7,20,14,4,4
11,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,5,20,14,5,5
12,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-9,22,17,6,2
13,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-2,11,21,15,6,5
14,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,8,21,15,6,4
15,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,11,21,15,4,5
16,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-3,22,17,5,3
17,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-4,22,17,6,2
18,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-15,10,20,14,5,6
19,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,5,21,15,7,4
