game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-2,14,30,28,4,5,7,4,13,29,18,7,7,30,30,16
1,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-1,32,31,5,1,3,6,16,24,14,4,1,1,14,9
2,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,0,11,30,28,4,5,7,5,21,31,18,7,6,17,30,17
3,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-6,31,30,6,4,6,9,40,27,12,5,5,12,23,13
4,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-1,31,30,5,6,6,7,23,27,14,5,10,30,27,12
5,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,14,-2,31,30,5,3,5,6,23,28,16,4,3,6,20,13
6,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-8,29,28,4,3,8,5,22,31,18,7,4,8,27,16
7,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-10,32,31,5,1,3,8,24,21,9,4,1,4,14,9
8,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,2,-3,30,29,5,7,7,6,26,30,17,6,10,42,29,13
9,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-6,30,29,6,5,7,8,39,30,15,6,8,36,28,14
10,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-2,4,31,29,4,7,6,5,17,26,15,6,11,37,27,10
11,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,5,-3,24,23,8,7,10,8,31,40,21,12,9,32,47,26
12,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-13,3,30,28,3,8,7,4,18,27,16,6,13,54,31,12
13,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,12,-1,32,31,6,5,5,8,25,24,11,4,8,17,22,10
14,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-3,31,30,5,4,4,6,16,27,16,5,5,18,23,13
15,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-4,8,29,27,4,6,8,4,15,34,21,8,8,35,35,19
16,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-3,5,31,29,5,5,4,7,19,26,15,6,7,30,27,14
17,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,4,-1,30,29,5,6,5,7,28,32,18,6,9,30,30,15
18,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-6,5,29,27,6,7,7,7,28,31,16,8,11,50,35,16
19,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-9,14,30,28,4,7,7,5,19,30,16,7,11,52,30,12
