game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures
0,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-4,20,15,6,5
1,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-3,20,15,6,4
2,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,2,21,15,6,5
3,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,1,20,15,7,4
4,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,0,22,17,6,2
5,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-2,8,20,14,6,3
6,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-3,9,21,15,5,5
7,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-8,12,21,15,4,6
8,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-1,20,15,5,5
9,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,11,21,15,4,4
10,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-1,21,16,5,3
11,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,5,-5,20,15,3,3
12,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,13,-4,21,16,6,2
13,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,3,21,15,5,6
14,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,6,20,14,6,4
15,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,10,22,16,4,6
16,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-9,2,20,14,6,5
17,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,1,-3,20,15,7,4
18,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,6,19,13,6,3
19,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-17,12,20,14,5,6
