game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures
157,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-1,18,15,5,3
158,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-14,1,18,14,5,5
159,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-2,18,15,3,4
160,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,12,19,15,4,5
161,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,12,19,15,4,6
162,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,11,18,14,4,5
163,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,10,-5,19,16,6,3
164,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,9,19,15,4,5
165,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,10,19,15,3,5
166,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,11,18,14,4,4
167,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,15,19,15,5,5
168,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-4,19,16,4,5
169,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,8,19,15,3,5
170,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-3,19,16,6,4
171,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-2,18,15,7,4
172,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,16,19,15,3,7
173,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,9,18,14,6,5
174,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,7,19,15,4,6
175,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,8,19,15,6,5
176,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,18,-1,20,17,5,4
177,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-2,20,17,5,2
178,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,10,19,15,4,6
179,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,17,-4,19,16,4,1
180,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-14,6,19,15,3,6
181,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-2,20,17,5,2
182,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,8,18,14,6,5
183,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,6,19,15,5,5
184,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,4,19,15,5,6
185,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,4,-5,19,16,4,6
186,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,13,-3,19,16,5,3
187,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,6,-2,18,15,7,5
188,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-2,17,14,5,3
189,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,5,19,15,4,5
190,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,4,19,15,3,6
191,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-4,19,16,5,3
192,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,5,19,15,6,5
193,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,1,19,15,4,5
194,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,11,19,15,7,7
195,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,5,0,19,16,5,5
196,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,3,0,17,14,6,3
197,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,3,19,15,6,5
198,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,8,19,15,5,5
199,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-14,6,18,14,2,6
200,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,10,-3,19,16,7,3
201,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,6,19,15,5,6
202,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,13,-1,19,16,4,3
203,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-12,8,19,15,6,7
204,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,9,19,15,5,4
205,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,16,0,19,16,5,6
206,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,9,18,14,5,4
207,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-5,19,16,6,4
208,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,14,-5,19,16,6,3
209,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-2,3,18,14,7,3
210,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,11,19,15,6,6
211,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-15,3,18,14,4,6
212,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-4,20,17,6,4
213,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,9,19,15,4,6
214,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,6,18,14,6,4
215,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,5,19,15,6,7
216,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,7,18,14,5,5
217,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,7,18,14,2,5
218,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,13,19,15,6,5
219,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,12,19,15,3,5
220,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,6,19,15,5,6
221,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,4,19,15,6,6
222,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,9,19,15,6,5
223,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,10,-3,19,16,4,3
224,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,3,19,15,4,6
225,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,13,19,15,5,5
226,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,1,-8,19,16,6,7
227,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-17,3,18,14,7,6
228,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,14,-6,19,16,6,2
229,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,7,0,17,14,6,4
230,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,2,18,14,3,4
231,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,5,19,15,6,6
232,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,5,-6,18,15,5,5
233,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,7,19,15,4,5
234,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-7,20,17,6,2
235,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,10,-4,18,15,6,4
236,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,9,19,15,4,5
237,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,8,19,15,6,7
238,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,6,18,14,5,4
239,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,13,18,14,4,4
240,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-4,21,18,5,1
241,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,8,18,14,5,5
242,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-15,4,18,14,5,5
243,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,5,-9,18,15,5,4
244,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,9,19,15,5,5
245,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,7,18,14,4,5
246,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,9,19,15,5,5
247,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-3,19,16,6,4
248,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,2,18,14,5,4
249,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-3,19,16,6,5
250,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,5,19,15,4,6
251,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-2,20,17,6,4
252,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-5,18,15,5,4
253,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-2,20,17,6,2
254,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,5,18,14,5,4
255,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-1,19,16,7,3
256,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,0,19,16,5,4
257,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,5,-7,18,15,8,5
258,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-2,18,15,6,5
259,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,10,19,15,3,6
260,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,12,19,15,3,5
