game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,31,30,6,0,4,8,25,27,7,5,10,22,15,0
1,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,32,31,4,0,5,5,16,22,3,4,8,14,12,0
2,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-12,31,30,5,0,6,6,22,26,4,5,10,24,15,0
3,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,30,29,6,0,7,8,23,31,7,6,12,34,18,0
4,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-5,31,30,4,0,6,4,13,24,4,5,4,18,15,6
5,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,32,31,3,0,4,5,15,19,2,4,2,8,12,6
6,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,31,30,5,0,6,6,18,25,6,5,4,18,15,6
7,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,31,30,5,0,6,7,24,26,2,5,10,18,15,0
8,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-3,31,30,4,0,6,6,15,25,2,5,10,24,15,0
9,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-9,33,32,5,0,3,7,25,19,2,3,6,6,9,0
10,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,31,30,5,0,5,7,26,26,6,5,4,18,15,6
11,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-7,29,28,6,0,7,11,29,30,9,7,8,38,21,6
12,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-9,32,31,5,0,5,6,18,24,7,4,8,14,12,0
13,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,4,0,7,4,15,22,3,4,6,12,12,2
14,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-7,30,29,6,0,6,7,25,31,5,6,12,34,18,0
15,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,31,30,5,0,5,7,24,26,7,5,4,18,15,6
16,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,33,32,4,0,3,5,21,18,5,3,6,6,9,0
17,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-5,32,31,5,0,5,8,23,24,3,4,8,14,12,0
18,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,34,33,5,0,3,9,37,18,3,2,0,0,6,4
19,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,31,30,6,0,7,7,19,28,8,5,4,18,15,6
