game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-6,31,30,4,2,6,6,26,25,11,4,2,2,18,12
1,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,7,-1,30,29,5,5,7,6,22,30,17,6,7,34,28,15
2,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-2,11,30,28,4,7,7,5,22,31,18,7,11,44,32,14
3,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-4,4,30,28,4,7,7,4,12,29,18,7,10,47,32,15
4,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-6,32,31,5,1,5,7,19,24,12,3,1,1,13,9
5,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,4,-12,29,28,5,6,8,7,28,33,18,7,7,18,33,19
6,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-6,11,30,28,3,6,7,3,10,29,18,7,8,29,32,17
7,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-6,31,30,4,4,6,6,24,25,13,5,6,26,23,12
8,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-3,14,30,28,4,6,7,6,27,29,16,7,9,37,32,16
9,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-6,2,29,27,5,6,7,6,21,27,12,8,8,35,35,19
10,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-1,5,31,29,5,6,6,6,23,28,16,6,9,40,29,14
11,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-10,32,31,5,1,5,8,21,24,11,4,1,1,14,9
12,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-5,2,30,28,5,7,7,6,15,30,16,7,9,37,32,16
13,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,20,-1,32,31,6,2,5,8,29,24,11,4,3,12,16,9
14,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,16,-4,32,31,5,3,5,8,23,24,11,4,4,13,18,10
15,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-8,12,30,28,2,8,7,2,4,25,16,6,12,51,30,12
16,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,0,8,31,29,4,4,6,5,19,26,15,6,6,15,25,13
17,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,14,-2,31,30,3,5,6,4,14,23,13,5,7,20,25,13
18,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,0,life,18,-7,32,31,5,3,5,7,21,22,9,4,4,13,18,10
19,HeuristicAgent,HeuristicAgent15,mono_green_midrange,mono_white_control,1,life,-4,14,30,28,6,6,6,8,34,28,13,7,8,27,32,17
