game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
39,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,30,29,7,0,7,8,22,29,8,6,6,28,18,6
40,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-9,33,32,6,0,3,10,36,22,4,3,6,6,9,0
41,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-9,32,31,5,0,5,8,34,24,6,4,0,0,12,8
42,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-2,31,30,5,0,5,6,18,26,4,5,10,24,15,0
43,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-3,34,33,5,0,2,7,33,17,5,2,4,4,6,0
44,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,3,0,5,4,16,20,3,4,0,0,12,8
45,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,30,29,3,0,6,4,9,25,5,6,6,28,18,6
46,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,33,32,4,0,4,6,30,19,3,3,6,6,9,0
47,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,33,32,7,0,4,7,25,18,3,3,6,6,9,0
48,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,33,32,7,0,4,9,30,20,4,3,6,6,9,0
49,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-5,30,29,5,0,6,6,22,29,3,4,12,30,16,0
