game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-8,32,31,5,3,5,7,23,24,12,4,3,6,18,11
1,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-5,32,31,5,2,4,7,23,23,12,4,2,5,16,10
2,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-1,31,30,3,4,5,3,14,22,14,5,5,20,23,13
3,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,34,33,5,1,2,8,27,17,7,2,1,1,8,5
4,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,16,-4,31,30,5,5,5,6,26,25,14,5,8,37,25,12
5,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,9,-4,30,29,5,6,5,9,24,28,14,6,9,38,30,15
6,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,16,-3,31,30,5,4,6,6,17,26,14,5,6,29,23,12
7,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-12,34,33,4,0,2,6,32,15,7,2,0,0,6,4
8,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-6,33,32,4,1,2,5,18,17,10,3,1,1,11,7
9,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,1,life,-1,3,31,29,5,4,7,7,19,28,14,6,6,27,25,13
10,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-9,32,31,9,3,1,15,55,25,9,4,4,13,18,10
11,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-3,32,31,4,3,5,5,21,22,12,4,4,7,18,10
12,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,33,32,4,1,4,6,20,19,9,3,1,1,11,7
13,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,9,-4,30,29,3,5,7,3,9,25,15,6,7,33,28,15
14,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-7,32,31,8,4,3,14,56,26,9,4,5,14,20,11
15,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-1,30,29,5,5,7,5,16,29,17,6,8,36,28,14
16,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-11,32,31,5,2,4,6,17,23,13,4,2,5,16,10
17,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,0,32,31,5,1,3,7,20,22,12,4,1,4,14,9
18,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-3,33,32,6,2,5,7,25,21,9,3,3,3,13,7
19,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,33,32,4,1,6,6,20,19,7,3,1,1,11,7
20,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-2,34,33,4,1,2,5,21,15,8,2,1,1,8,5
21,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-5,31,30,5,4,6,6,19,26,14,5,6,27,23,12
22,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-7,32,31,5,1,5,6,22,24,13,4,1,1,14,9
23,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-8,32,31,3,2,4,4,20,19,11,4,2,5,16,10
24,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,1,life,-2,6,30,28,3,4,6,3,6,26,17,7,6,29,28,15
25,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-2,31,30,4,6,5,5,20,23,13,5,9,30,27,13
26,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-7,32,31,4,1,4,5,21,21,12,4,1,4,14,9
27,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-3,32,31,6,2,4,7,28,25,14,4,2,2,16,10
28,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-8,31,30,4,3,7,5,16,25,13,5,4,16,21,12
29,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-2,33,32,5,1,3,7,26,19,9,3,1,1,11,7
30,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-2,32,31,4,2,5,5,23,22,12,4,2,5,16,10
31,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,32,31,4,3,7,4,13,21,10,4,3,3,18,11
32,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-6,31,30,4,7,5,7,15,24,12,5,11,42,26,10
33,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,14,-3,30,29,6,5,5,8,25,30,17,6,7,32,28,15
