game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,16,-7,31,30,4,4,6,7,21,24,10,5,5,19,27,15
1,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,13,-7,31,30,4,3,5,7,25,28,14,5,3,11,23,14
2,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,13,-3,31,30,5,5,5,7,21,25,12,5,5,16,27,16
3,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,18,-12,30,29,5,2,6,8,33,31,16,6,2,5,26,16
4,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,6,-7,29,28,5,5,5,7,24,36,22,6,6,18,28,13
5,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,1,life,-7,17,30,28,1,6,7,2,6,25,16,7,7,20,32,17
6,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,1,life,-2,3,29,27,1,5,8,4,14,30,18,6,6,21,31,15
7,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,2,-1,29,28,2,3,8,5,19,31,17,7,4,23,33,18
8,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,1,life,-4,20,32,30,1,6,2,3,6,16,11,4,8,23,25,10
9,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,2,-10,29,28,4,5,8,6,21,33,19,7,6,21,33,19
10,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,1,life,-2,3,31,29,1,6,6,4,11,24,14,5,7,22,26,12
11,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,17,0,27,26,1,2,10,2,8,35,22,9,2,13,37,23
12,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,8,-1,31,30,3,5,6,7,26,27,14,5,7,28,25,11
13,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,12,0,30,29,3,6,7,5,20,30,17,5,7,21,26,12
14,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,1,life,-3,17,31,29,1,3,4,5,14,26,16,6,3,15,29,17
15,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,1,life,-2,9,31,29,2,5,6,5,12,26,15,6,7,30,27,12
16,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,18,-1,32,31,4,4,4,7,20,23,12,4,5,16,22,12
17,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,18,-10,30,29,5,5,6,7,24,28,14,5,6,22,30,16
18,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,0,life,10,-10,29,28,6,6,6,10,34,29,13,5,8,35,34,18
19,HeuristicAgent,HeuristicAgent,mono_green_midrange,mono_red_aggro,1,life,-6,20,32,30,0,6,5,1,4,19,12,5,8,27,26,12
